;neurons number1;neurons number2;learning rate;epoch;mean acc.(train);mean acc.(test)
3486;10;15;0.0001;1000;55.538990421729515;55.46363510224681
3487;10;15;0.0001;1000;55.45847603537158;55.37596011912694
3488;10;15;0.0001;1000;55.43011323802906;55.320453114875
3489;10;15;0.0001;1000;55.49356775816318;55.38091890417627
3490;10;15;0.0001;2000;55.501133360479116;55.36771636695662
3491;10;15;0.0001;2000;55.5357192714587;55.37624225242205
3492;10;15;0.0001;2000;55.54364096667387;55.36392547755562
3493;10;15;0.0001;2000;55.59746219478296;55.39136824750979
3494;10;15;0.0001;2000;55.566587028502795;55.34644781940241
3495;10;15;0.0001;2000;55.58378762152728;55.35722188914854
3496;10;15;0.0001;2000;55.585298882953424;55.34970654159379
3497;10;15;0.0001;2000;55.59758412161173;55.34809890154975
3498;10;15;0.0001;2000;55.607632362250115;55.34657369311463
3499;10;15;0.0001;2000;55.604258005426516;55.335721220191076
3500;10;15;0.0001;5000;55.61109025490599;55.33426713514895
3501;10;15;0.0001;5000;55.61969858185153;55.33675408615625
3502;10;15;0.0001;5000;55.63221461514308;55.34272457928914
3503;10;15;0.0001;5000;55.652170644321956;55.357529702449746
3504;10;15;0.0001;5000;55.65878206520111;55.357050057179364
3505;10;15;0.0001;5000;55.6787340708013;55.371212275460216
3506;10;15;0.0001;5000;55.6943553145738;55.37735420766197
3507;10;15;0.0001;5000;55.70241364912489;55.38041210245508
3508;10;15;0.0001;5000;55.706709588980154;55.38028395458242
3509;10;15;0.0001;5000;55.70495669698076;55.37618263147731
3510;10;15;0.005;1000;73.54039421292941;70.89337109691103
3511;10;15;0.005;1000;74.52667495009953;71.88765204079422
3512;10;15;0.005;1000;73.92068977492265;71.35513306688303
3513;10;15;0.005;1000;74.17140886488616;71.53714175154894
3514;10;15;0.005;1000;74.40083244358706;71.74829384833745
3515;10;15;0.005;1000;74.13351551880119;71.52342197422824
3516;10;15;0.005;1000;73.92326055469098;71.32007655488644
3517;10;15;0.005;1000;74.0720494230155;71.4572554457246
3518;10;15;0.005;1000;74.07801769465668;71.45609495107969
3519;10;15;0.005;1000;74.2480159209304;71.6145507480772
3520;10;15;0.005;2000;74.69544029005533;72.08206218080346
3521;10;15;0.005;2000;75.13349145814648;72.5432127281381
3522;10;15;0.005;2000;75.50430267959672;72.94132030364422
3523;10;15;0.005;2000;75.77954107268292;73.23297410619102
3524;10;15;0.005;2000;76.09850502373253;73.5835986406248
3525;10;15;0.005;2000;76.30360994953891;73.79792243641695
3526;10;15;0.005;2000;76.43961980201372;73.93133188677383
3527;10;15;0.005;2000;76.60737861483825;74.11102176421217
3528;10;15;0.005;2000;76.71480977341736;74.21693100935737
3529;10;15;0.005;2000;76.8471312779041;74.36157082783663
3530;10;15;0.005;5000;77.62824531767055;75.23671632453278
3531;10;15;0.005;5000;78.34607073078662;76.03903368757906
3532;10;15;0.005;5000;78.97736138579835;76.75279413585942
3533;10;15;0.005;5000;79.55867226588825;77.4074386078178
3534;10;15;0.005;5000;80.08854543479038;77.99952858027623
3535;10;15;0.005;5000;80.58868010079419;78.56545304834813
3536;10;15;0.005;5000;81.02236583231128;79.05194825549921
3537;10;15;0.005;5000;81.42822007140538;79.51057820220785
3538;10;15;0.005;5000;81.80952246358625;79.94501209823602
3539;10;15;0.005;5000;82.15566581113126;80.3354736593657
3540;10;15;0.05;1000;95.4767559815488;95.24104917185942
3541;10;15;0.05;1000;95.4746075824502;95.21186545788895
3542;10;15;0.05;1000;95.37582827240088;95.09339392728025
3543;10;15;0.05;1000;95.34882587357549;95.04527667752228
3544;10;15;0.05;1000;95.30048652526901;94.9646975148939
3545;10;15;0.05;1000;95.3067064707991;94.97027527536864
3546;10;15;0.05;1000;95.25215766006349;94.90292845589
3547;10;15;0.05;1000;95.2463760612953;94.90006418642969
3548;10;15;0.05;1000;95.22427557311575;94.87964969261787
3549;10;15;0.05;1000;95.25771849910727;94.90390200098958
3550;10;15;0.05;2000;95.41542400604234;94.99370892985363
3551;10;15;0.05;2000;95.51655762016514;95.06722699569383
3552;10;15;0.05;2000;95.62005078689988;95.12196229628681
3553;10;15;0.05;2000;95.69947882844745;95.1818071998878
3554;10;15;0.05;2000;95.77977554401036;95.22437807257121
3555;10;15;0.05;2000;95.84408409000602;95.27438454424315
3556;10;15;0.05;2000;95.90467239588668;95.319814719532
3557;10;15;0.05;2000;95.95231501623012;95.35746380257336
3558;10;15;0.05;2000;96.00614991278253;95.38426908576855
3559;10;15;0.05;2000;96.0554670040876;95.4099116383485
3560;10;15;0.05;5000;96.14041778757327;95.44719147590574
3561;10;15;0.05;5000;96.2175848885156;95.48162206006083
3562;10;15;0.05;5000;96.28806736699626;95.51271829315547
3563;10;15;0.05;5000;96.35369340648812;95.55773731878507
3564;10;15;0.05;5000;96.41323565591406;95.59856951113929
3565;10;15;0.05;5000;96.46728747086794;95.62126626215688
3566;10;15;0.05;5000;96.51539257943124;95.65395807980639
3567;10;15;0.05;5000;96.56028951529156;95.67194278554885
3568;10;15;0.05;5000;96.60673565726061;95.69134732214782
3569;10;15;0.05;5000;96.6470737093759;95.70734593866743
3570;10;15;0.5;1000;96.74342033159583;96.36203106777893
3571;10;15;0.5;1000;96.74608257302444;96.21098579614815
3572;10;15;0.5;1000;96.63032574722276;96.00824493857901
3573;10;15;0.5;1000;96.47041055115903;95.82697337817815
3574;10;15;0.5;1000;96.4730385586588;95.77335424342365
3575;10;15;0.5;1000;95.0451081383547;94.4850312262741
3576;10;15;0.5;1000;95.28467818603706;94.74528715624193
3577;10;15;0.5;1000;95.42630725078976;94.84009028540433
3578;10;15;0.5;1000;95.5621764806288;95.00018283486844
3579;10;15;0.5;1000;95.66733081865219;95.11618768644674
3580;10;15;0.5;2000;95.77879991083063;95.200555551345
3581;10;15;0.5;2000;95.90084086052082;95.26871035880096
3582;10;15;0.5;2000;96.04387302376284;95.36135908547391
3583;10;15;0.5;2000;96.09036275411769;95.41755705586607
3584;10;15;0.5;2000;96.16472149643845;95.465654905276
3585;10;15;0.5;2000;96.21511135452776;95.50637443192969
3586;10;15;0.5;2000;96.26501085468752;95.52741635384263
3587;10;15;0.5;2000;96.32286916126698;95.57032041801806
3588;10;15;0.5;2000;96.33979450528466;95.58159736107217
3589;10;15;0.5;2000;96.37672390179625;95.61398392573646
3590;10;15;0.5;5000;96.4297126785378;95.64749522592993
3591;10;15;0.5;5000;96.49177327225784;95.6674869670212
3592;10;15;0.5;5000;96.58230964741868;95.71706161427274
3593;10;15;0.5;5000;96.6268471093861;95.7382725434364
3594;10;15;0.5;5000;96.67132352399291;95.7496730028684
3595;10;15;0.5;5000;96.73118473524117;95.78209476004825
3596;10;15;0.5;5000;96.81638613840039;95.83359641789671
3597;10;15;0.5;5000;96.84522800226755;95.85068780464306
3598;10;15;0.5;5000;96.448022195934;95.5574645761471
3599;10;15;0.5;5000;96.48914927188336;95.58313946491002
3600;15;1;0.0001;1000;49.59640803356666;50.37093184137164
3601;15;1;0.0001;1000;50.56254463099222;50.918826161001036
3602;15;1;0.0001;1000;50.6398832746593;50.85563372166729
3603;15;1;0.0001;1000;50.753887224669086;50.927983914935695
3604;15;1;0.0001;1000;50.62946695451891;50.78939393334415
3605;15;1;0.0001;1000;51.02571710929619;51.077526832737476
3606;15;1;0.0001;1000;50.98832861008524;51.10052492546064
3607;15;1;0.0001;1000;51.30037378892534;51.43011922079424
3608;15;1;0.0001;1000;51.18345598198742;51.26981787699973
3609;15;1;0.0001;1000;51.019324707851666;51.153119800831746
3610;15;1;0.0001;2000;51.25929812729226;51.39538373292707
3611;15;1;0.0001;2000;51.26350137769034;51.41842513903138
3612;15;1;0.0001;2000;51.14950964943528;51.2898795149734
3613;15;1;0.0001;2000;51.06503378894337;51.21995417815847
3614;15;1;0.0001;2000;51.24385546287978;51.4046729553683
3615;15;1;0.0001;2000;51.24364797486669;51.37868968761086
3616;15;1;0.0001;2000;51.1839320529793;51.316410615911494
3617;15;1;0.0001;2000;51.35649251787683;51.46145482049264
3618;15;1;0.0001;2000;51.388629374213515;51.484266716070486
3619;15;1;0.0001;2000;51.4471208213615;51.4715383039145
3620;15;1;0.0001;5000;51.46688572902322;51.45099996605338
3621;15;1;0.0001;5000;51.62617252190693;51.581733001336104
3622;15;1;0.0001;5000;51.784343443916825;51.73030337426101
3623;15;1;0.0001;5000;51.890426310512;51.823704165020615
3624;15;1;0.0001;5000;51.823684893828776;51.76054841509565
3625;15;1;0.0001;5000;51.751817706550725;51.685752975005144
3626;15;1;0.0001;5000;51.82009886897216;51.76219096086905
3627;15;1;0.0001;5000;51.91789673275697;51.84523811961752
3628;15;1;0.0001;5000;52.022047855006676;51.943524747178614
3629;15;1;0.0001;5000;52.04888176877834;51.98334825917794
3630;15;1;0.005;1000;55.67616680555363;54.920017910169406
3631;15;1;0.005;1000;55.68023824970851;54.81776623641341
3632;15;1;0.005;1000;55.69044656727019;54.93397345933429
3633;15;1;0.005;1000;55.68797809112267;55.03552315295258
3634;15;1;0.005;1000;55.68866153378832;55.08178340750819
3635;15;1;0.005;1000;54.750212529435174;54.24325567777563
3636;15;1;0.005;1000;54.88469835988708;54.379493123634525
3637;15;1;0.005;1000;54.985328863472795;54.49371037101871
3638;15;1;0.005;1000;55.06456459333769;54.5713379848727
3639;15;1;0.005;1000;55.1272223553777;54.63560641822262
3640;15;1;0.005;2000;55.17800353106245;54.695127317181665
3641;15;1;0.005;2000;55.22910973683073;54.68840156416004
3642;15;1;0.005;2000;55.36819164925566;54.70113282590923
3643;15;1;0.005;2000;55.39433242722007;54.69936689196316
3644;15;1;0.005;2000;55.414431095150114;54.72176633514769
3645;15;1;0.005;2000;55.44831188597067;54.708316814143586
3646;15;1;0.005;2000;55.46174563925961;54.72297113898326
3647;15;1;0.005;2000;55.47418621905662;54.75526916449774
3648;15;1;0.005;2000;55.48597209795382;54.78572372459703
3649;15;1;0.005;2000;55.49625422538801;54.80210640170767
3650;15;1;0.005;5000;56.02618385399113;55.12870267757169
3651;15;1;0.005;5000;56.49852668033265;55.41795451509008
3652;15;1;0.005;5000;56.95221850741649;55.6984732527989
3653;15;1;0.005;5000;57.02188054293737;55.703322401628064
3654;15;1;0.005;5000;57.002371612441905;55.662031030361725
3655;15;1;0.005;5000;57.32031455779786;55.854587563686245
3656;15;1;0.005;5000;57.32840501217739;55.82883711409441
3657;15;1;0.005;5000;57.27000401862098;55.80597868077883
3658;15;1;0.005;5000;57.48943149750424;55.93103235923937
3659;15;1;0.005;5000;57.79509118512908;56.122910942780855
